gender,age,salary,numberOfMonths,city,numberOfActiveDependants,numberOfJobsChanged,avgDuration,status
M,92,13568.33,192,Alqateef,3,1,192,1
M,60,19293.75,412,Dhahran,3,2,206,1
M,51,26201.59,313,Dammam,3,6,52.1666666666667,1
M,64,25962.5,405,Khobar,0,2,202.5,1
M,63,2326,154,Jeddeh,0,8,19.25,1
M,71,16193.33,318,Sayhat,1,2,159,1
M,68,16485,308,Safwa,1,3,102.666666666667,1
M,69,11616,498,Jeddeh,3,4,124.5,1
M,57,37325,427,Alahsa,3,2,213.5,1
M,65,36900,449,Khobar,3,2,224.5,1
M,65,11637.51,356,Alqateef,2,4,89,1
M,63,10965,389,Alahsa,3,7,55.5714285714286,1
M,62,5500,347,Khobar,4,17,20.4117647058824,1
M,62,8580,448,Albadae ,12,7,64,1
M,67,22948.33,351,Abqeeq,3,6,58.5,1
M,62,23475,422,Alqateef,3,2,211,1
M,81,8580,437,Alqateef,1,6,72.8333333333333,1
M,61,55731,494,Hail,4,2,247,1
M,66,54450,505,Dhahran,1,2,252.5,1
M,71,2200,61,Alqateef,0,6,10.1666666666667,1
M,67,16671.67,333,Alqateef,3,9,37,1
M,58,33525,432,Sayhat,3,3,144,1
M,67,2010,242,Aljoubail,1,8,30.25,1
M,65,17112.5,471,Dhahran,3,5,94.2,1
M,67,36312.5,462,Khobar,1,3,154,1
M,60,16612.5,424,Sayhat,2,2,212,1
M,58,13512.5,370,Makkah,1,7,52.8571428571429,1
M,72,19355,360,Aljoubail,3,7,51.4285714285714,1
M,61,13043.33,325,Alahsa,3,2,162.5,1
M,69,45000,300,Dammam,2,6,50,1
M,84,7671.6,280,Alqateef,3,7,40,1
M,67,15528.33,373,Alahsa,3,6,62.1666666666667,1
M,65,20183.33,311,Alahsa,2,2,155.5,1
M,60,41650,421,Dhahran,0,2,210.5,1
M,49,3000,101,Jeddeh,5,2,50.5,1
M,50,20815,306,Aljoubail,3,3,102,1
M,64,15195.83,375,Alahsa,3,3,125,1
M,74,6772,392,Alahsa,2,6,65.3333333333333,1
M,52,45000,300,Riyadh,1,9,33.3333333333333,1
M,51,16152.5,326,Dammam,3,4,81.5,1
M,71,2790,165,Madinah Almonwarah,0,2,82.5,1
M,73,17266.67,377,Sayhat,1,8,47.125,1
M,62,11450.83,180,Aljoubail,1,3,60,1
M,75,6295,280,Dammam,1,3,93.3333333333333,1
M,62,3000,74,Makkah,0,2,37,1
M,73,10377.6,400,Alqateef,1,9,44.4444444444444,1
M,61,1500,114,Taif,0,3,38,1
M,65,26016.67,338,Safwa,2,2,169,1
M,62,56250,448,Dhahran,3,8,56,1
M,70,11987.5,303,Anak,1,3,101,1
M,74,2000,264,Khobar,3,5,52.8,1
M,71,9005,370,Khobar,2,5,74,1
M,59,15280,325,Abha,5,5,65,1
M,67,45000,314,Dhahran,3,4,78.5,1
M,73,4000,232,Dammam,1,7,33.1428571428571,1
M,67,24575,422,Dammam,2,2,211,1
M,62,20900.83,344,Alrodah,4,2,172,1
M,60,17112.5,300,Traif,2,3,100,1
M,45,28350,137,Jeddeh,0,6,22.8333333333333,1
M,50,13656.19,332,Riyadh,3,5,66.4,1
M,83,24530,307,Khobar,1,3,102.333333333333,1
M,50,15000,300,Khobar,3,8,37.5,1
F,59,3300,144,Sayhat,0,3,48,1
M,54,44850,323,Aljoubail,4,2,161.5,1
M,81,10000,160,Jeddeh,1,6,26.6666666666667,1
M,65,31962.5,416,Yanba a,3,6,69.3333333333333,1
M,58,4500,321,Makkah,3,2,160.5,1
M,79,6259,406,Beshah,2,7,58,1
M,73,21175,424,Alqateef,3,3,141.333333333333,1
M,57,34660,437,Aljoubail,6,4,109.25,1
M,72,19862.5,401,Sayhat,2,6,66.8333333333333,1
M,61,45000,414,Riyadh,3,6,69,1
M,67,18328.33,401,Sayhat,3,3,133.666666666667,1
F,58,3000,64,Jeddeh,0,7,9.14285714285714,1
M,57,3000,300,Alahsa,0,2,150,1
M,61,25235,312,Alahsa,3,2,156,1
M,68,1500,458,Makkah,3,5,91.6,1
M,67,5667,305,Jeddeh,4,10,30.5,1
M,61,18684.17,340,Alahsa,3,2,170,1
M,54,3000,309,Alahsa,0,2,154.5,1
M,62,3993,182,Jeddeh,0,8,22.75,1
M,62,10000,332,Dammam,3,10,33.2,1
F,61,3000,60,Dammam,0,1,60,1
M,61,6125,304,Alahsa,3,4,76,1
M,45,3000,300,Alahsa,0,2,150,1
M,72,18328.33,316,Alahsa,2,1,316,1
M,85,17360,284,Dammam,3,1,284,1
M,52,57648.75,317,Jeddeh,3,3,105.666666666667,1
M,44,3000,92,Alahsa,0,7,13.1428571428571,1
M,66,14600.83,263,Alahsa,4,1,263,1
M,83,11125,285,Dhahran,3,2,142.5,1
M,63,16191.6,356,Alqateef,2,6,59.3333333333333,1
M,67,32418.75,455,RasTanorh,2,4,113.75,1
M,77,4712,182,Abha,2,5,36.4,1
M,64,11305,298,Dammam,3,1,298,1
M,90,11503.33,182,Alqateef,1,1,182,1
M,66,32480,392,Safwa,1,4,98,1
M,58,14265,452,Riyadh,3,4,113,1
M,61,10388.75,76,Aljoubail,3,5,15.2,1
M,64,45000,453,Om Alsahek,3,4,113.25,1
M,88,13090,249,RasTanorh,1,2,124.5,1
M,60,30737.5,441,Alqateef,3,3,147,1
M,75,1500,62,Alahsa,0,2,31,1
M,65,27002.5,390,Dammam,2,4,97.5,1
M,54,18223.75,362,Tarot,3,4,90.5,1
M,64,23035.84,394,Alqateef,3,2,197,1
M,50,12325,325,Jeddeh,4,3,108.333333333333,1
M,62,2650,242,Alqateef,0,6,40.3333333333333,1
M,63,8580,417,Dhahran,2,6,69.5,1
M,51,27991.25,312,Makkah,3,4,78,1
M,70,3650,180,Alahsa,0,5,36,1
M,68,26012.5,454,Sayhat,3,4,113.5,1
M,88,11415.83,190,Safwa,2,1,190,1
M,92,9966,180,Aljoubail,1,1,180,1
M,62,21150,414,Sayhat,2,3,138,1
M,62,29884.17,334,Alqateef,2,6,55.6666666666667,1
M,61,3760,309,Alqateef,3,3,103,1
M,77,14630,307,Alqateef,0,1,307,1
M,58,18869,341,Yanba a Alsyenayeah,3,4,85.25,1
M,62,19617.5,386,Alahsa,3,3,128.666666666667,1
M,54,35900,411,Alqateef,3,2,205.5,1
M,57,9080.5,336,Riyadh,3,6,56,1
M,67,18618.75,320,Sayhat,2,7,45.7142857142857,1
M,63,2333.33,72,Khobar,0,1,72,1
M,66,3000,352,Dammam,2,6,58.6666666666667,1
M,73,6295,314,Madinah Almonwarah,2,2,157,1
M,65,27107.5,376,Alahsa,3,2,188,1
M,63,13305.83,385,Dhahran,3,5,77,1
M,70,19028.33,299,Safwa,2,1,299,1
M,61,3000,150,Beshah,0,1,150,1
M,63,17112.5,424,Riyadh,2,5,84.8,1
F,64,3000,76,Dammam,0,1,76,1
M,67,15732.5,371,Alqateef,3,2,185.5,1
M,64,41456.25,374,Riyadh,3,6,62.3333333333333,1
M,70,3055,61,Alahsa,3,1,61,1
M,59,23906.25,424,Tarot,3,2,212,1
M,55,11262.5,418,Dammam,3,6,69.6666666666667,1
M,60,17998.75,394,Safwa,3,2,197,1
M,72,15732.5,313,Safwa,1,1,313,1
M,63,5538,117,Riyadh,0,1,117,1
M,45,15138.75,301,Alahsa,3,4,75.25,1
M,93,15173.75,153,Abqeeq,0,1,153,1
M,94,12600,157,Abqeeq,0,1,157,1
M,53,18580,423,Alahsa,6,5,84.6,1
M,62,17162.5,414,Alahsa,2,2,207,1
M,54,3000,309,Alahsa,0,2,154.5,1
M,54,22686.64,371,Khobar,0,2,185.5,1
M,60,8000,300,Jeddeh,1,5,60,1
M,63,28443.75,447,Althuqbah,3,2,223.5,1
M,63,18351.66,395,Dhahran,3,2,197.5,1
M,61,25250.01,435,Riyadh,3,2,217.5,1
M,70,3000,328,Alqateef,3,5,65.6,1
M,65,12155,428,Alahsa,3,5,85.6,1
M,60,3000,259,Alahsa,2,2,129.5,1
M,62,3000,222,Madinah Almonwarah,0,3,74,1
M,76,10382.65,0,Alahsa,2,3,0,1
M,76,4500,104,Khobar,3,1,104,1
M,65,22820,396,Sayhat,2,5,79.2,1
M,65,34675.66,419,Dammam,2,2,209.5,1
M,85,3616,91,Safwa,3,4,22.75,1
M,67,11975.83,312,Tarot,2,3,104,1
M,73,6870,364,Dammam,2,6,60.6666666666667,1
M,77,9112.8,352,Alqateef,2,6,58.6666666666667,1
M,61,39943.75,426,Sayhat,3,2,213,1
M,67,18020,413,Dammam,3,5,82.6,1
M,66,12833.33,369,Tarot,1,8,46.125,1
M,67,8250,303,Dammam,3,18,16.8333333333333,1
M,68,18742.5,369,Dammam,2,2,184.5,1
M,72,13600,292,Alqateef,3,5,58.4,1
F,61,15798.75,219,Riyadh,3,5,43.8,1
M,53,45000,300,Dammam,2,7,42.8571428571429,1
M,60,26012.5,411,Alahsa,3,2,205.5,1
M,71,12540,421,Alqateef,1,5,84.2,1
M,57,25831,447,Dammam,2,3,149,1
M,66,13128.72,324,Alqateef,2,7,46.2857142857143,1
M,53,19956,309,Aljoubail,7,2,154.5,1
M,62,3750,256,Alqateef,0,16,16,1
M,66,15219,340,Sayhat,2,5,68,1
M,90,16829.16,176,Sayhat,1,1,176,1
M,55,28000,304,Makkah,3,8,38,1
M,87,22290,261,Alqateef,1,1,261,1
M,72,8580,425,Riyadh,3,3,141.666666666667,1
M,58,21625,368,Jeddeh,3,4,92,1
M,63,35000,65,Riyadh,0,2,32.5,1
M,57,22675,409,RasTanorh,3,2,204.5,1
M,56,8415,317,Aljoubail,3,5,63.4,1
M,65,23216.67,412,Safwa,3,2,206,1
M,62,5375,201,Madinah Almonwarah,2,3,67,1
F,59,4250,209,Mathnab,0,1,209,1
M,72,14085,370,Dammam,1,3,123.333333333333,1
M,68,2964,138,Qaser Alashrwat,0,5,27.6,1
M,62,18742.5,388,Tarot,1,4,97,1
M,61,19881.25,386,Buraydah,3,7,55.1428571428571,1
M,63,21913,395,Dammam,3,7,56.4285714285714,1
M,55,39257.5,314,Aljoubail,5,2,157,1
M,62,26012.5,465,Dhahran,4,3,155,1
M,62,26015,436,Riyadh,3,4,109,1
M,58,36312.5,420,Yanba a,3,4,105,1
M,61,4000,172,Riyadh,0,2,86,1
M,63,2890,97,Makkah,0,2,48.5,1
M,71,2560,108,Alahsa,2,2,54,1
M,70,10447.5,202,Jeddeh,0,6,33.6666666666667,1
M,68,28711.67,341,Khobar,3,3,113.666666666667,1
M,52,18633.75,370,Alahsa,3,4,92.5,1
M,62,35287.51,449,Tarot,3,3,149.666666666667,1
M,56,19443.75,318,Tabuk,6,5,63.6,1
M,72,4000,137,Tabuk,0,3,45.6666666666667,1
M,60,12734.17,364,Alahsa,1,3,121.333333333333,1
M,100,14904.16,146,Dammam,0,1,146,1
M,67,27784.17,361,Safwa,1,2,180.5,1
M,63,14781.67,319,Sayhat,3,4,79.75,1
M,62,7500,163,Dammam,3,3,54.3333333333333,1
M,62,26180,244,Jeddeh,3,7,34.8571428571429,1
M,63,17500,391,Sayhat,1,6,65.1666666666667,1
M,59,22831.25,403,Alqateef,1,4,100.75,1
M,62,7150,498,Jeddeh,3,6,83,1
M,63,19862.5,502,Sayhat,4,6,83.6666666666667,1
M,61,13615,316,Alahsa,2,2,158,1
M,73,24278.33,425,Sayhat,2,4,106.25,1
M,61,25031.25,409,Sayhat,3,2,204.5,1
M,80,21744.17,294,Dhahran,1,2,147,1
M,64,16518.3,224,Hail,5,2,112,1
M,85,17920,284,Taif,2,1,284,1
M,61,11891.25,461,Najran,3,8,57.625,1
M,60,5000,164,Jeddeh,0,3,54.6666666666667,1
M,61,29650.01,416,Tarot,3,2,208,1
M,95,14128.33,160,Dammam,1,1,160,1
M,76,22870,307,Safwa,2,1,307,1
M,53,56250,414,Dammam,3,6,69,1
M,74,14900,300,Sayhat,3,4,75,1
M,60,19022.5,314,Sayhat,3,2,157,1
M,68,9438,198,Alqateef,2,3,66,1
M,68,17342.34,440,Tarot,3,5,88,1
M,64,11016.67,188,Safwa,1,1,188,1
M,61,17503.32,419,Alahsa,3,2,209.5,1
M,62,12467.5,393,Dammam,3,9,43.6666666666667,1
M,62,10413.75,72,Dammam,3,4,18,1
M,75,5050,372,Dlayhan,1,4,93,1
M,73,45000,414,Riyadh,3,5,82.8,1
M,63,31187.5,512,Sayhat,2,6,85.3333333333333,1
M,71,8499.17,300,Alqateef,2,4,75,1
M,56,45000,300,Khobar,3,11,27.2727272727273,1
M,62,1500,179,Hail,0,10,17.9,1
M,69,31962.5,449,Safwa,1,5,89.8,1
M,49,45000,300,Riyadh,3,3,100,1
M,62,3000,121,Jeddeh,0,7,17.2857142857143,1
M,57,30313.75,367,Dammam,3,4,91.75,1
M,64,8580,470,Alahsa,1,7,67.1428571428571,1
M,66,9596.4,405,Alahsa,1,6,67.5,1
M,61,8305,411,Jeddeh,2,7,58.7142857142857,1
M,74,20195,342,Safwa,3,5,68.4,1
M,68,25787.5,473,Alqateef,3,2,236.5,1
M,55,13471.25,420,Dammam,3,5,84,1
M,60,30472.75,378,Tarot,1,2,189,1
M,63,13352.5,357,Sayhat,3,3,119,1
M,66,9581.67,309,Safwa,2,3,103,1
M,62,54450,288,RasTanorh,3,4,72,1
M,61,1500,63,Riyadh,0,2,31.5,1
M,58,9325.17,367,Jeddeh,2,8,45.875,1
M,77,5435,281,Alahsa,3,3,93.6666666666667,1
M,73,19028.33,298,Alqateef,2,1,298,1
M,61,18481,436,Riyadh,3,2,218,1
M,70,45000,462,Dhahran,1,5,92.4,1
M,67,21580.17,312,Alahsa,3,2,156,1
M,51,44583,313,Almajma ah,3,6,52.1666666666667,1
M,81,6295,340,Dammam,1,7,48.5714285714286,1
M,86,22290,272,Riyadh,3,1,272,1
M,84,13183.33,282,Riyadh,1,3,94,1
M,79,9000,249,Tabuk,2,9,27.6666666666667,1
M,53,18546.25,350,Alqateef,3,4,87.5,1
M,78,1000,68,Hail,0,4,17,1
M,64,22009.17,354,Alqateef,2,2,177,1
M,61,15312,431,Riyadh,3,5,86.2,1
M,61,14215,355,Alahsa,2,3,118.333333333333,1
M,60,17476.67,373,Alahsa,3,2,186.5,1
M,73,9531.67,265,Alahsa,1,2,132.5,1
M,63,10526.4,338,Taif,2,4,84.5,1
M,65,23640,437,Khobar,3,5,87.4,1
M,64,35156,462,Dhahran,3,2,231,1
M,84,23315,296,Dhahran,3,1,296,1
M,60,2000,104,Khamais Moshait,0,2,52,1
M,69,16884.72,233,Tarot,2,1,233,1
M,71,13600,291,Safwa,1,2,145.5,1
M,88,24790,249,Abqeeq,2,1,249,1
M,70,17231.25,388,Safwa,3,7,55.4285714285714,1
M,50,21915,309,Makkah,4,4,77.25,1
M,67,21250.83,346,Safwa,3,7,49.4285714285714,1
M,53,20800,300,Riyadh,3,4,75,1
M,65,13365,434,Makkah,3,5,86.8,1
M,60,21050,421,Sayhat,3,2,210.5,1
M,62,33922.35,414,Dhahran,3,3,138,1
M,63,6295,414,Alqateef,3,7,59.1428571428571,1
M,50,38400,300,Aljoubail,3,6,50,1
M,62,3455,93,Riyadh,0,4,23.25,1
M,57,12875,417,Jeddeh,2,4,104.25,1
M,68,26012.5,457,Tarot,2,5,91.4,1
M,62,3000,139,Riyadh,0,5,27.8,1
M,47,33820,310,Aljoubail,4,4,77.5,1
M,65,11235,325,Tarot,3,4,81.25,1
M,63,8580,396,Haqel,3,4,99,1
M,66,5000,304,Dammam,1,14,21.7142857142857,1
M,77,5276,348,Alahsa,1,4,87,1
M,75,15487.5,317,Khobar,1,2,158.5,1
M,60,25075,435,Jeddeh,2,3,145,1
M,57,31400,470,Safwa,3,3,156.666666666667,1
M,58,16212.5,413,Jeddeh,5,3,137.666666666667,1
M,61,19394.52,383,Alahsa,3,4,95.75,1
M,95,3486.66,174,Makkah,1,4,43.5,1
M,62,5833,82,Riyadh,0,1,82,1
M,61,3000,105,Arar,0,2,52.5,1
M,94,11095,179,Sayhat,3,1,179,1
M,60,23240,74,Jeddeh,3,4,18.5,1
M,58,14285,435,Jeddeh,1,3,145,1
F,57,26756,412,Dhahran,2,2,206,1
M,52,18355,365,Anak,3,5,73,1
M,67,38336.67,364,Dhahran,3,7,52,1
M,80,20848.33,269,Alahsa,3,3,89.6666666666667,1
M,74,15289.17,303,Aljoubail,3,1,303,1
M,69,16010.4,413,Alqateef,2,6,68.8333333333333,1
M,74,9994,179,Khobar,0,2,89.5,1
M,61,45000,124,Riyadh,0,1,124,1
M,94,28190,158,Dammam,1,1,158,1
M,72,3214,152,Alqateef,0,6,25.3333333333333,1
M,67,43015.45,353,Khobar,3,3,117.666666666667,1
M,62,17258,404,Aljoubail,3,5,80.8,1
M,59,6505,413,Tarot,5,3,137.666666666667,1
M,58,15756.25,408,Alahsa,3,3,136,1
M,77,950,72,Makkah,0,4,18,1
M,52,11938.14,380,Riyadh,0,3,126.666666666667,1
M,51,20515,302,Riyadh,3,5,60.4,1
M,69,21500,302,Safwa,1,4,75.5,1
M,60,31962.5,415,Alqateef,3,4,103.75,1
M,67,5938,144,Jeddeh,0,2,72,1
M,75,1500,61,Ala amwaa a,0,3,20.3333333333333,1
M,80,23610,207,Aljoubail,1,5,41.4,1
M,71,2730,87,Alqateef,1,3,29,1
M,67,3000,62,Riyadh,0,2,31,1
M,66,14213,493,Jeddeh,3,5,98.6,1
M,63,11500,189,Riyadh,3,2,94.5,1
M,70,9304.17,327,Alahsa,3,7,46.7142857142857,1
M,62,3000,342,Khobar,1,5,68.4,1
M,60,23793.75,405,Khobar,0,2,202.5,1
M,90,3828,351,Khobar,2,6,58.5,1
M,73,7835,352,Alahsa,3,5,70.4,1
M,66,4950,342,Jeddeh,1,3,114,1
M,65,16956.25,366,Dammam,3,3,122,1
M,68,3000,477,Tarot,3,4,119.25,1
M,67,19162.5,352,Safwa,2,2,176,1
M,67,21460.84,385,Sayhat,2,2,192.5,1
M,62,31106.25,376,Alahsa,3,5,75.2,1
M,65,23280.83,413,Dhahran,3,7,59,1
M,66,12990.84,337,Alahsa,3,3,112.333333333333,1
M,65,28029.17,391,Safwa,2,3,130.333333333333,1
M,94,9257.5,161,Sayhat,2,1,161,1
M,61,3000,86,Jeddeh,0,2,43,1
M,65,5000,326,Sayhat,3,10,32.6,1
M,88,16053.33,249,Safwa,0,2,124.5,1
M,68,13066.67,351,Tarot,1,4,87.75,1
M,65,21163.33,388,Tarot,2,4,97,1
M,69,14837.5,363,Safwa,2,5,72.6,1
M,72,20183.33,373,Alqateef,3,3,124.333333333333,1
M,58,25831,439,Alqateef,4,2,219.5,1
M,66,16300,300,Tarot,3,4,75,1
M,69,16858.33,322,Sayhat,1,5,64.4,1
M,74,16146.67,285,Safwa,2,2,142.5,1
M,69,31529.17,407,Alqateef,3,3,135.666666666667,1
M,83,40660,241,Dammam,3,1,241,1
M,84,6300,282,Alqateef,1,6,47,1
M,66,24920,376,Safwa,3,2,188,1
M,81,22270,307,Dammam,2,1,307,1
M,63,3000,94,Riyadh,0,2,47,1
M,68,16228.33,262,Alqateef,3,10,26.2,1
M,65,2517,190,Alqateef,2,7,27.1428571428571,1
M,65,30893.75,382,Alahsa,2,4,95.5,1
M,57,22675,417,Sayhat,2,2,208.5,1
M,62,21768.75,423,Alqateef,2,2,211.5,1
M,75,15608,217,Dammam,3,3,72.3333333333333,1
M,62,22592.5,344,Alahsa,1,4,86,1
M,62,7163.33,221,Khobar,1,3,73.6666666666667,1
M,60,14163.33,295,Alahsa,4,1,295,1
F,65,3000,92,Mahail Aseer,0,1,92,1
M,66,22068.75,461,Tarot,4,2,230.5,1
M,62,4830,176,Alqateef,0,3,58.6666666666667,1
M,56,5629,304,Riyadh,3,7,43.4285714285714,1
M,70,20372.3,302,Jeddeh,2,13,23.2307692307692,1
M,69,26012.5,452,Safwa,1,2,226,1
M,48,6991.67,303,Jeddeh,3,5,60.6,1
M,99,10517.5,153,Althuqbah,3,1,153,1
M,58,10725,448,Riyadh,2,6,74.6666666666667,1
M,62,8750,184,Riyadh,3,4,46,1
M,71,1500,71,Alqateef,0,2,35.5,1
M,72,2933.7,381,Khobar,2,3,127,1
M,87,9800,304,Althuqbah,0,1,304,1
M,62,3000,85,Dammam,0,3,28.3333333333333,1
M,86,17570,234,Jeddeh,0,1,234,1
F,62,2100,78,Riyadh,0,2,39,1
M,78,12605.83,335,Alqateef,2,5,67,1
M,64,25801.41,346,Jeddeh,2,5,69.2,1
M,61,950,9,Khobar,0,1,9,1
M,63,13276.67,328,Alahsa,2,4,82,1
M,66,17097.5,330,Tarot,3,2,165,1
M,63,3000,62,Dolam,0,3,20.6666666666667,1
M,64,21787.5,391,RasTanorh,2,2,195.5,1
M,74,5160,272,Khobar,2,4,68,1
M,62,21950.01,425,Alahsa,3,2,212.5,1
M,66,14000,495,Riyadh,1,4,123.75,1
M,73,16327.5,408,Alqateef,2,5,81.6,1
M,58,5870,428,Makkah,3,3,142.666666666667,1
M,55,2325,405,Dhahran,3,5,81,1
M,65,24456.25,414,Alqateef,3,3,138,1
M,61,3000,84,Aljoubail,0,2,42,1
M,62,45000,137,Makkah,2,1,137,1
M,95,12600,156,Anak,2,3,52,1
M,64,18013,299,Aljoubail,3,3,99.6666666666667,1
M,90,15958,184,Alqateef,1,7,26.2857142857143,1
M,64,13102.8,381,Alqateef,3,8,47.625,1
M,80,10539.92,298,Dammam,2,6,49.6666666666667,1
M,71,21175,443,Alqateef,3,3,147.666666666667,1
M,81,30305,318,Dhahran,3,1,318,1
M,63,15340,398,Alahsa,3,5,79.6,1
M,60,22876.05,388,Alahsa,3,2,194,1
M,65,20743.75,436,Alahsa,3,3,145.333333333333,1
M,52,5460,186,Abha,4,6,31,1
M,63,20340.83,323,RasTanorh,3,2,161.5,1
M,68,14630,318,Alahsa,3,1,318,1
M,73,21175,422,Alahsa,2,4,105.5,1
M,68,3500,72,Dammam,0,4,18,1
M,66,22675,416,Alahsa,2,3,138.666666666667,1
M,83,6260.4,253,Alqateef,3,4,63.25,1
M,66,5843.9,389,Alqateef,3,8,48.625,1
M,62,25106,487,Safwa,3,4,121.75,1
M,71,5974.75,63,Beshah,0,5,12.6,1
M,66,11386.67,304,Tarot,3,4,76,1
M,68,29376.78,404,Tarot,3,7,57.7142857142857,1
M,51,21138.75,325,Onaizah,3,4,81.25,1
M,73,9400,247,Khobar,3,5,49.4,1
M,58,36312.5,410,RasTanorh,3,2,205,1
M,63,23256.26,427,Alqateef,2,6,71.1666666666667,1
M,61,15167,164,Dammam,3,7,23.4285714285714,1
M,63,30786.25,405,Alqateef,3,5,81,1
M,63,25950,465,Najran,3,6,77.5,1
M,65,3000,60,Hail,0,3,20,1
M,53,17328.75,350,Madinah Almonwarah,5,5,70,1
M,68,17715.83,380,Alqateef,1,2,190,1
M,64,4687,401,Alahsa,3,14,28.6428571428571,1
M,80,19483.33,342,Alqateef,1,2,171,1
M,61,32425,426,Alqateef,3,2,213,1
M,60,30087.5,407,Tarot,3,3,135.666666666667,1
F,62,1500,70,Madinah Almonwarah,0,1,70,1
M,66,16035.83,361,Alahsa,3,2,180.5,1
M,58,36312.5,420,Safwa,3,2,210,1
M,67,27512.5,455,Dhahran,1,5,91,1
M,66,1500,99,Riyadh,0,7,14.1428571428571,1
M,65,12985.01,347,Alqateef,3,5,69.4,1
M,71,13959.17,341,Sayhat,3,3,113.666666666667,1
M,64,3000,67,Riyadh,0,4,16.75,1
M,71,22324.17,382,Safwa,2,3,127.333333333333,1
M,71,12505,447,Alqateef,2,8,55.875,1
M,63,10438,370,Khobar,3,9,41.1111111111111,1
M,62,49512.5,491,Dhahran,1,16,30.6875,1
M,69,16100,318,Safwa,1,1,318,1
M,62,27862.5,489,Dhahran,3,2,244.5,1
M,62,11181.25,240,Jeddeh,6,4,60,1
M,65,45000,351,Riyadh,3,6,58.5,1
M,57,11453.75,423,Dhahran,3,5,84.6,1
M,64,30987.5,411,Alqateef,1,2,205.5,1
M,61,3926,177,Riyadh,0,2,88.5,1
M,67,30625,497,Khobar,2,10,49.7,1
M,63,22936.67,322,Dammam,3,5,64.4,1
M,67,16607.5,399,Safwa,2,3,133,1
M,61,3500,65,Ranyah,0,1,65,1
M,68,19935.3,380,Alqateef,3,5,76,1
M,67,21600,300,Alqurayat,3,6,50,1
M,52,23800,300,Riyadh,3,6,50,1
M,68,2915,61,Taif,0,3,20.3333333333333,1
M,55,26793.75,411,Sayhat,3,2,205.5,1
M,60,1650,62,Alqateef,0,3,20.6666666666667,1
M,68,5050,356,Alahsa,2,6,59.3333333333333,1
M,61,21500,391,Alahsa,3,5,78.2,1
M,54,12500,301,Jeddeh,5,4,75.25,1
M,80,30180,306,Alahsa,3,1,306,1
M,48,13323.75,313,Madinah Almonwarah,4,7,44.7142857142857,1
M,62,36780.34,384,Alahsa,3,8,48,1
M,60,23030,303,Alahsa,2,2,151.5,1
M,66,17663.33,374,Alahsa,3,2,187,1
M,69,28320.83,362,Alahsa,3,3,120.666666666667,1
M,59,18360,435,Alahsa,3,5,87,1
M,55,41650,418,Alahsa,4,2,209,1
M,63,9017.5,375,Alahsa,2,6,62.5,1
M,63,8580,497,Taif,10,5,99.4,1
M,62,9176.25,405,Taif,3,5,81,1
M,51,14903.75,351,Riyadh,3,3,117,1
M,53,12714.03,331,Madinah Almonwarah,5,6,55.1666666666667,1
M,52,26551,313,Aljoubail,7,4,78.25,1
M,55,56137.5,423,Alqateef,2,4,105.75,1
F,74,3390,315,Madinah Almonwarah,2,2,157.5,1
M,65,3000,339,Dhahran,4,8,42.375,1
M,71,25643.33,401,Alqateef,1,2,200.5,1
M,62,15420,337,Alahsa,3,2,168.5,1
M,67,17768,360,Alqateef,3,8,45,1
M,62,3000,70,Alahsa,0,2,35,1
M,64,5331,369,Khobar,3,5,73.8,1
M,75,10679.6,360,Onaizah,3,6,60,1
M,68,12400,300,Khobar,3,4,75,1
M,62,26885.84,388,Tarot,2,2,194,1
F,49,38400,311,Riyadh,2,7,44.4285714285714,1
M,66,1500,402,Jeddeh,5,8,50.25,1
M,54,8357.5,323,Buraydah,3,4,80.75,1
M,66,6740,205,Madinah Almonwarah,5,3,68.3333333333333,1
M,65,18662.5,434,Abqeeq,3,3,144.666666666667,1
M,64,25628.8,415,Alahsa,3,3,138.333333333333,1
M,57,10288.75,438,Alahsa,3,7,62.5714285714286,1
M,53,21272.9,311,Aljoubail,4,7,44.4285714285714,1
F,60,1500,170,Makkah,0,2,85,1
M,62,45000,413,Dhahran,1,8,51.625,1
M,76,1943,98,Madinah Almonwarah,0,6,16.3333333333333,1
M,62,9056,281,Jeddeh,3,11,25.5454545454545,1
M,62,24015.83,439,Jeddeh,3,11,39.9090909090909,1
M,72,10546.67,310,Aljoubail,3,2,155,1
M,90,8423.33,225,Tarot,3,1,225,1
M,61,3000,90,Riyadh,0,7,12.8571428571429,1
M,45,20782.5,301,Dammam,3,4,75.25,1
M,54,26864.56,323,Jeddeh,4,7,46.1428571428572,1
M,68,23668.76,434,RasTanorh,3,3,144.666666666667,1
M,53,23750,316,Jeddeh,3,4,79,1
M,58,21618.75,443,Alahsa,5,2,221.5,1
M,51,22272.5,310,Madinah Almonwarah,3,4,77.5,1
M,50,23750,319,Khobar,7,3,106.333333333333,1
M,65,10126.67,322,Alahsa,3,2,161,1
M,62,30844.91,390,Alahsa,3,3,130,1
M,67,22675,456,Abqeeq,3,4,114,1
M,63,16907.91,386,Alahsa,4,2,193,1
M,61,4250,389,Jeddeh,3,8,48.625,1
M,56,36533,315,Aljoubail,3,3,105,1
M,74,30375,318,Riyadh,2,4,79.5,1
M,61,7845,213,Madinah Almonwarah,3,2,106.5,1
M,75,25342,311,Riyadh,3,3,103.666666666667,1
M,64,41650,491,Dhahran,3,5,98.2,1
